row_id	row_kind	authority_id	encoding_id	disposition	surfaces	support_packs	source_mnemonic
a64:encoding:abs-32-dp-1src:66e12f01ab0d7f78	encoding	a64:instruction_form:abs-32-dp-1src:66e12f01ab0d7f78	a64:encoding:abs-32-dp-1src:66e12f01ab0d7f78	known_unsupported	none	none	abs
a64:encoding:abs-64-dp-1src:c8882e3f172f2d34	encoding	a64:instruction_form:abs-64-dp-1src:c8882e3f172f2d34	a64:encoding:abs-64-dp-1src:c8882e3f172f2d34	known_unsupported	none	none	abs
a64:encoding:abs-asimdmisc-r:f86aacc10c8a8ec5	encoding	a64:instruction_form:abs-asimdmisc-r:f86aacc10c8a8ec5	a64:encoding:abs-asimdmisc-r:f86aacc10c8a8ec5	known_unsupported	none	none	abs
a64:encoding:abs-asisdmisc-r:6f6924ce0b74edb7	encoding	a64:instruction_form:abs-asisdmisc-r:6f6924ce0b74edb7	a64:encoding:abs-asisdmisc-r:6f6924ce0b74edb7	known_unsupported	none	none	abs
a64:encoding:abs-z-p-z-m:198caaf5fd0a78b6	encoding	a64:instruction_form:abs-z-p-z-m:198caaf5fd0a78b6	a64:encoding:abs-z-p-z-m:198caaf5fd0a78b6	known_unsupported	none	none	abs
a64:encoding:abs-z-p-z-z:de360afb888ef2aa	encoding	a64:instruction_form:abs-z-p-z-z:de360afb888ef2aa	a64:encoding:abs-z-p-z-z:de360afb888ef2aa	known_unsupported	none	none	abs
a64:encoding:adc-32-addsub-carry:cf73d264b6eeb516	encoding	a64:instruction_form:adc-32-addsub-carry:cf73d264b6eeb516	a64:encoding:adc-32-addsub-carry:cf73d264b6eeb516	known_unsupported	none	none	adc
a64:encoding:adc-64-addsub-carry:39307f5e2b0b7f24	encoding	a64:instruction_form:adc-64-addsub-carry:39307f5e2b0b7f24	a64:encoding:adc-64-addsub-carry:39307f5e2b0b7f24	known_unsupported	none	none	adc
a64:encoding:adclb-z-zzz:f12ca48daee9ecc9	encoding	a64:instruction_form:adclb-z-zzz:f12ca48daee9ecc9	a64:encoding:adclb-z-zzz:f12ca48daee9ecc9	known_unsupported	none	none	adclb
a64:encoding:adclt-z-zzz:526a8c3dd94346c8	encoding	a64:instruction_form:adclt-z-zzz:526a8c3dd94346c8	a64:encoding:adclt-z-zzz:526a8c3dd94346c8	known_unsupported	none	none	adclt
a64:encoding:adcs-32-addsub-carry:a0506483840e3065	encoding	a64:instruction_form:adcs-32-addsub-carry:a0506483840e3065	a64:encoding:adcs-32-addsub-carry:a0506483840e3065	known_unsupported	none	none	adcs
a64:encoding:adcs-64-addsub-carry:a0d52c6c82d1ca30	encoding	a64:instruction_form:adcs-64-addsub-carry:a0d52c6c82d1ca30	a64:encoding:adcs-64-addsub-carry:a0d52c6c82d1ca30	known_unsupported	none	none	adcs
a64:encoding:add-32-addsub-ext:974e5ba647186d52	encoding	a64:instruction_form:add-32-addsub-ext:974e5ba647186d52	a64:encoding:add-32-addsub-ext:974e5ba647186d52	known_unsupported	none	none	add
a64:encoding:add-32-addsub-imm:3ab0bb991b202807	encoding	a64:instruction_form:add-32-addsub-imm:3ab0bb991b202807	a64:encoding:add-32-addsub-imm:3ab0bb991b202807	active	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	add
a64:encoding:add-32-addsub-shift:40aabbcac383e4f5	encoding	a64:instruction_form:add-32-addsub-shift:40aabbcac383e4f5	a64:encoding:add-32-addsub-shift:40aabbcac383e4f5	active	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	add
a64:encoding:add-64-addsub-ext:ecd63b0cbf282168	encoding	a64:instruction_form:add-64-addsub-ext:ecd63b0cbf282168	a64:encoding:add-64-addsub-ext:ecd63b0cbf282168	known_unsupported	none	none	add
a64:encoding:add-64-addsub-imm:f9088474ba5a7702	encoding	a64:instruction_form:add-64-addsub-imm:f9088474ba5a7702	a64:encoding:add-64-addsub-imm:f9088474ba5a7702	active	ordinary_lowering|checked_asm|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering|wyst.a64.target-structural-asm.aarch64	add
a64:encoding:add-64-addsub-shift:6f409def0d1e43f6	encoding	a64:instruction_form:add-64-addsub-shift:6f409def0d1e43f6	a64:encoding:add-64-addsub-shift:6f409def0d1e43f6	active	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	add
a64:encoding:add-asimdsame-only:1a2c005b014d566c	encoding	a64:instruction_form:add-asimdsame-only:1a2c005b014d566c	a64:encoding:add-asimdsame-only:1a2c005b014d566c	active	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	add
a64:encoding:add-asisdsame-only:ed54279c5db5d0b8	encoding	a64:instruction_form:add-asisdsame-only:ed54279c5db5d0b8	a64:encoding:add-asisdsame-only:ed54279c5db5d0b8	known_unsupported	none	none	add
a64:encoding:add-mz-zzv-2x1:c14abd28ebf7442e	encoding	a64:instruction_form:add-mz-zzv-2x1:c14abd28ebf7442e	a64:encoding:add-mz-zzv-2x1:c14abd28ebf7442e	known_unsupported	none	none	add
a64:encoding:add-mz-zzv-4x1:7828be4462dff892	encoding	a64:instruction_form:add-mz-zzv-4x1:7828be4462dff892	a64:encoding:add-mz-zzv-4x1:7828be4462dff892	known_unsupported	none	none	add
a64:encoding:add-z-p-zz:759dab559c857cd8	encoding	a64:instruction_form:add-z-p-zz:759dab559c857cd8	a64:encoding:add-z-p-zz:759dab559c857cd8	known_unsupported	none	none	add
a64:encoding:add-z-zi:a4d2f2200ba6a1f6	encoding	a64:instruction_form:add-z-zi:a4d2f2200ba6a1f6	a64:encoding:add-z-zi:a4d2f2200ba6a1f6	known_unsupported	none	none	add
a64:encoding:add-z-zz:0efba005202d34ad	encoding	a64:instruction_form:add-z-zz:0efba005202d34ad	a64:encoding:add-z-zz:0efba005202d34ad	known_unsupported	none	none	add
a64:encoding:add-za-zw-2x2:dcdf527a0f920d9d	encoding	a64:instruction_form:add-za-zw-2x2:dcdf527a0f920d9d	a64:encoding:add-za-zw-2x2:dcdf527a0f920d9d	known_unsupported	none	none	add
a64:encoding:add-za-zw-4x4:1a30c57c12465782	encoding	a64:instruction_form:add-za-zw-4x4:1a30c57c12465782	a64:encoding:add-za-zw-4x4:1a30c57c12465782	known_unsupported	none	none	add
a64:encoding:add-za-zzv-2x1:72fc6c66ab15629a	encoding	a64:instruction_form:add-za-zzv-2x1:72fc6c66ab15629a	a64:encoding:add-za-zzv-2x1:72fc6c66ab15629a	known_unsupported	none	none	add
a64:encoding:add-za-zzv-4x1:988d37d606dfd4a0	encoding	a64:instruction_form:add-za-zzv-4x1:988d37d606dfd4a0	a64:encoding:add-za-zzv-4x1:988d37d606dfd4a0	known_unsupported	none	none	add
a64:encoding:add-za-zzw-2x2:a9799d212de82224	encoding	a64:instruction_form:add-za-zzw-2x2:a9799d212de82224	a64:encoding:add-za-zzw-2x2:a9799d212de82224	known_unsupported	none	none	add
a64:encoding:add-za-zzw-4x4:ea6f0b8b4a7885c8	encoding	a64:instruction_form:add-za-zzw-4x4:ea6f0b8b4a7885c8	a64:encoding:add-za-zzw-4x4:ea6f0b8b4a7885c8	known_unsupported	none	none	add
a64:encoding:addg-64-addsub-immtags:1e5da6e30df208e2	encoding	a64:instruction_form:addg-64-addsub-immtags:1e5da6e30df208e2	a64:encoding:addg-64-addsub-immtags:1e5da6e30df208e2	known_unsupported	none	none	addg
a64:encoding:addha-za-pp-z-32:36f328fed45a6818	encoding	a64:instruction_form:addha-za-pp-z-32:36f328fed45a6818	a64:encoding:addha-za-pp-z-32:36f328fed45a6818	known_unsupported	none	none	addha
a64:encoding:addha-za-pp-z-64:fd50ffa554688a61	encoding	a64:instruction_form:addha-za-pp-z-64:fd50ffa554688a61	a64:encoding:addha-za-pp-z-64:fd50ffa554688a61	known_unsupported	none	none	addha
a64:encoding:addhn-asimddiff-n:46ba136216592a44	encoding	a64:instruction_form:addhn-asimddiff-n:46ba136216592a44	a64:encoding:addhn-asimddiff-n:46ba136216592a44	known_unsupported	none	none	addhn
a64:encoding:addhnb-z-zz:3f8b9f2f72fc9bd4	encoding	a64:instruction_form:addhnb-z-zz:3f8b9f2f72fc9bd4	a64:encoding:addhnb-z-zz:3f8b9f2f72fc9bd4	known_unsupported	none	none	addhnb
a64:encoding:addhnt-z-zz:be0e9a4e232b8072	encoding	a64:instruction_form:addhnt-z-zz:be0e9a4e232b8072	a64:encoding:addhnt-z-zz:be0e9a4e232b8072	known_unsupported	none	none	addhnt
a64:encoding:addp-asimdsame-only:6f6cfc59c484579d	encoding	a64:instruction_form:addp-asimdsame-only:6f6cfc59c484579d	a64:encoding:addp-asimdsame-only:6f6cfc59c484579d	known_unsupported	none	none	addp
a64:encoding:addp-asisdpair-only:409561b8df7e7bcd	encoding	a64:instruction_form:addp-asisdpair-only:409561b8df7e7bcd	a64:encoding:addp-asisdpair-only:409561b8df7e7bcd	known_unsupported	none	none	addp
a64:encoding:addp-z-p-zz:9f4f9c2c4b8fb6ba	encoding	a64:instruction_form:addp-z-p-zz:9f4f9c2c4b8fb6ba	a64:encoding:addp-z-p-zz:9f4f9c2c4b8fb6ba	known_unsupported	none	none	addp
a64:encoding:addpl-r-ri:582e79a1e9e9e885	encoding	a64:instruction_form:addpl-r-ri:582e79a1e9e9e885	a64:encoding:addpl-r-ri:582e79a1e9e9e885	known_unsupported	none	none	addpl
a64:encoding:addpt-64-addsub-pt:23909e4664a2a7c4	encoding	a64:instruction_form:addpt-64-addsub-pt:23909e4664a2a7c4	a64:encoding:addpt-64-addsub-pt:23909e4664a2a7c4	known_unsupported	none	none	addpt
a64:encoding:addpt-z-p-zz:162a6fcaf5d71660	encoding	a64:instruction_form:addpt-z-p-zz:162a6fcaf5d71660	a64:encoding:addpt-z-p-zz:162a6fcaf5d71660	known_unsupported	none	none	addpt
a64:encoding:addpt-z-zz:753e0a94d7e490d0	encoding	a64:instruction_form:addpt-z-zz:753e0a94d7e490d0	a64:encoding:addpt-z-zz:753e0a94d7e490d0	known_unsupported	none	none	addpt
a64:encoding:addqp-z-zz:e8e79e8d8403def1	encoding	a64:instruction_form:addqp-z-zz:e8e79e8d8403def1	a64:encoding:addqp-z-zz:e8e79e8d8403def1	known_unsupported	none	none	addqp
a64:encoding:addqv-z-p-z:db9bd2c7c974c844	encoding	a64:instruction_form:addqv-z-p-z:db9bd2c7c974c844	a64:encoding:addqv-z-p-z:db9bd2c7c974c844	known_unsupported	none	none	addqv
a64:encoding:adds-32-addsub-shift:98b099ee2c45de99	encoding	a64:instruction_form:adds-32-addsub-shift:98b099ee2c45de99	a64:encoding:adds-32-addsub-shift:98b099ee2c45de99	known_unsupported	none	none	adds
a64:encoding:adds-32s-addsub-ext:9210ddfec7712a79	encoding	a64:instruction_form:adds-32s-addsub-ext:9210ddfec7712a79	a64:encoding:adds-32s-addsub-ext:9210ddfec7712a79	known_unsupported	none	none	adds
a64:encoding:adds-32s-addsub-imm:b8d21fb60de5d4ac	encoding	a64:instruction_form:adds-32s-addsub-imm:b8d21fb60de5d4ac	a64:encoding:adds-32s-addsub-imm:b8d21fb60de5d4ac	active	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	adds
a64:encoding:adds-64-addsub-shift:b95261f956cf9901	encoding	a64:instruction_form:adds-64-addsub-shift:b95261f956cf9901	a64:encoding:adds-64-addsub-shift:b95261f956cf9901	known_unsupported	none	none	adds
a64:encoding:adds-64s-addsub-ext:af53f7961ef2d4aa	encoding	a64:instruction_form:adds-64s-addsub-ext:af53f7961ef2d4aa	a64:encoding:adds-64s-addsub-ext:af53f7961ef2d4aa	known_unsupported	none	none	adds
a64:encoding:adds-64s-addsub-imm:343cffe26193cab3	encoding	a64:instruction_form:adds-64s-addsub-imm:343cffe26193cab3	a64:encoding:adds-64s-addsub-imm:343cffe26193cab3	active	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	adds
a64:encoding:addspl-r-ri:ee4d66fd2338ca24	encoding	a64:instruction_form:addspl-r-ri:ee4d66fd2338ca24	a64:encoding:addspl-r-ri:ee4d66fd2338ca24	known_unsupported	none	none	addspl
a64:encoding:addsubp-z-zz:e2820d082add7af3	encoding	a64:instruction_form:addsubp-z-zz:e2820d082add7af3	a64:encoding:addsubp-z-zz:e2820d082add7af3	known_unsupported	none	none	addsubp
a64:encoding:addsvl-r-ri:dde31e3b23ef2bbf	encoding	a64:instruction_form:addsvl-r-ri:dde31e3b23ef2bbf	a64:encoding:addsvl-r-ri:dde31e3b23ef2bbf	known_unsupported	none	none	addsvl
a64:encoding:addv-asimdall-only:a85c021511cf83ea	encoding	a64:instruction_form:addv-asimdall-only:a85c021511cf83ea	a64:encoding:addv-asimdall-only:a85c021511cf83ea	known_unsupported	none	none	addv
a64:encoding:addva-za-pp-z-32:a0fb709c4109b781	encoding	a64:instruction_form:addva-za-pp-z-32:a0fb709c4109b781	a64:encoding:addva-za-pp-z-32:a0fb709c4109b781	known_unsupported	none	none	addva
a64:encoding:addva-za-pp-z-64:40f34941e7c5ae17	encoding	a64:instruction_form:addva-za-pp-z-64:40f34941e7c5ae17	a64:encoding:addva-za-pp-z-64:40f34941e7c5ae17	known_unsupported	none	none	addva
a64:encoding:addvl-r-ri:7561c2a283a42520	encoding	a64:instruction_form:addvl-r-ri:7561c2a283a42520	a64:encoding:addvl-r-ri:7561c2a283a42520	known_unsupported	none	none	addvl
a64:encoding:adr-only-pcreladdr:373f9e0449293554	encoding	a64:instruction_form:adr-only-pcreladdr:373f9e0449293554	a64:encoding:adr-only-pcreladdr:373f9e0449293554	known_unsupported	none	none	adr
a64:encoding:adr-z-az-d-s32-scaled:5962555198b9bc78	encoding	a64:instruction_form:adr-z-az-d-s32-scaled:5962555198b9bc78	a64:encoding:adr-z-az-d-s32-scaled:5962555198b9bc78	known_unsupported	none	none	adr
a64:encoding:adr-z-az-d-u32-scaled:e5a1b4943634f3ed	encoding	a64:instruction_form:adr-z-az-d-u32-scaled:e5a1b4943634f3ed	a64:encoding:adr-z-az-d-u32-scaled:e5a1b4943634f3ed	known_unsupported	none	none	adr
a64:encoding:adr-z-az-sd-same-scaled:9cc6ad68fcae043f	encoding	a64:instruction_form:adr-z-az-sd-same-scaled:9cc6ad68fcae043f	a64:encoding:adr-z-az-sd-same-scaled:9cc6ad68fcae043f	known_unsupported	none	none	adr
a64:encoding:adrp-only-pcreladdr:3804d7b0234500a2	encoding	a64:instruction_form:adrp-only-pcreladdr:3804d7b0234500a2	a64:encoding:adrp-only-pcreladdr:3804d7b0234500a2	active	ordinary_lowering|checked_asm|architecture_operation	wyst.a64.architecture-operations|wyst.a64.checked-asm.core|wyst.a64.ordinary-lowering	adrp
a64:encoding:aesd-b-cryptoaes:968bedc76e08b86a	encoding	a64:instruction_form:aesd-b-cryptoaes:968bedc76e08b86a	a64:encoding:aesd-b-cryptoaes:968bedc76e08b86a	known_unsupported	none	none	aesd
a64:encoding:aesd-mz-zzi-2x1:fab2f7aef09e0c7e	encoding	a64:instruction_form:aesd-mz-zzi-2x1:fab2f7aef09e0c7e	a64:encoding:aesd-mz-zzi-2x1:fab2f7aef09e0c7e	known_unsupported	none	none	aesd
a64:encoding:aesd-mz-zzi-4x1:da4139e2bd571b61	encoding	a64:instruction_form:aesd-mz-zzi-4x1:da4139e2bd571b61	a64:encoding:aesd-mz-zzi-4x1:da4139e2bd571b61	known_unsupported	none	none	aesd
a64:encoding:aesd-z-zz:3be637673c824aba	encoding	a64:instruction_form:aesd-z-zz:3be637673c824aba	a64:encoding:aesd-z-zz:3be637673c824aba	known_unsupported	none	none	aesd
a64:encoding:aesdimc-mz-zzi-2x1:723c397ea280581f	encoding	a64:instruction_form:aesdimc-mz-zzi-2x1:723c397ea280581f	a64:encoding:aesdimc-mz-zzi-2x1:723c397ea280581f	known_unsupported	none	none	aesdimc
a64:encoding:aesdimc-mz-zzi-4x1:4c03484a38b24328	encoding	a64:instruction_form:aesdimc-mz-zzi-4x1:4c03484a38b24328	a64:encoding:aesdimc-mz-zzi-4x1:4c03484a38b24328	known_unsupported	none	none	aesdimc
a64:encoding:aese-b-cryptoaes:bbbb461c6bb67574	encoding	a64:instruction_form:aese-b-cryptoaes:bbbb461c6bb67574	a64:encoding:aese-b-cryptoaes:bbbb461c6bb67574	known_unsupported	none	none	aese
a64:encoding:aese-mz-zzi-2x1:124236106af0093c	encoding	a64:instruction_form:aese-mz-zzi-2x1:124236106af0093c	a64:encoding:aese-mz-zzi-2x1:124236106af0093c	known_unsupported	none	none	aese
a64:encoding:aese-mz-zzi-4x1:1eac8fd033878205	encoding	a64:instruction_form:aese-mz-zzi-4x1:1eac8fd033878205	a64:encoding:aese-mz-zzi-4x1:1eac8fd033878205	known_unsupported	none	none	aese
a64:encoding:aese-z-zz:5eb5f2fafdaceabe	encoding	a64:instruction_form:aese-z-zz:5eb5f2fafdaceabe	a64:encoding:aese-z-zz:5eb5f2fafdaceabe	known_unsupported	none	none	aese
a64:encoding:aesemc-mz-zzi-2x1:9774684aa900cfae	encoding	a64:instruction_form:aesemc-mz-zzi-2x1:9774684aa900cfae	a64:encoding:aesemc-mz-zzi-2x1:9774684aa900cfae	known_unsupported	none	none	aesemc
a64:encoding:aesemc-mz-zzi-4x1:e2eaa6cac0034b82	encoding	a64:instruction_form:aesemc-mz-zzi-4x1:e2eaa6cac0034b82	a64:encoding:aesemc-mz-zzi-4x1:e2eaa6cac0034b82	known_unsupported	none	none	aesemc
a64:encoding:aesimc-b-cryptoaes:fbca3fdd87eb3c23	encoding	a64:instruction_form:aesimc-b-cryptoaes:fbca3fdd87eb3c23	a64:encoding:aesimc-b-cryptoaes:fbca3fdd87eb3c23	known_unsupported	none	none	aesimc
a64:encoding:aesimc-z-z:e760ef2945eedc4d	encoding	a64:instruction_form:aesimc-z-z:e760ef2945eedc4d	a64:encoding:aesimc-z-z:e760ef2945eedc4d	known_unsupported	none	none	aesimc
a64:encoding:aesmc-b-cryptoaes:67e61e796411b7c8	encoding	a64:instruction_form:aesmc-b-cryptoaes:67e61e796411b7c8	a64:encoding:aesmc-b-cryptoaes:67e61e796411b7c8	known_unsupported	none	none	aesmc
a64:encoding:aesmc-z-z:f4d2659c960c258c	encoding	a64:instruction_form:aesmc-z-z:f4d2659c960c258c	a64:encoding:aesmc-z-z:f4d2659c960c258c	known_unsupported	none	none	aesmc
a64:encoding:and-32-log-imm:fd2f433fd0223701	encoding	a64:instruction_form:and-32-log-imm:fd2f433fd0223701	a64:encoding:and-32-log-imm:fd2f433fd0223701	active	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	and
a64:encoding:and-32-log-shift:44b2e69bd35e6aa5	encoding	a64:instruction_form:and-32-log-shift:44b2e69bd35e6aa5	a64:encoding:and-32-log-shift:44b2e69bd35e6aa5	active	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	and
a64:encoding:and-64-log-imm:714f66c012c6fd91	encoding	a64:instruction_form:and-64-log-imm:714f66c012c6fd91	a64:encoding:and-64-log-imm:714f66c012c6fd91	active	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	and
a64:encoding:and-64-log-shift:d48e002764135b7e	encoding	a64:instruction_form:and-64-log-shift:d48e002764135b7e	a64:encoding:and-64-log-shift:d48e002764135b7e	active	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	and
a64:encoding:and-asimdsame-only:f69ea14abdd510f7	encoding	a64:instruction_form:and-asimdsame-only:f69ea14abdd510f7	a64:encoding:and-asimdsame-only:f69ea14abdd510f7	active	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	and
a64:encoding:and-p-p-pp-z:ca5fd029b9542e79	encoding	a64:instruction_form:and-p-p-pp-z:ca5fd029b9542e79	a64:encoding:and-p-p-pp-z:ca5fd029b9542e79	known_unsupported	none	none	and
a64:encoding:and-z-p-zz:55bfd76512e85918	encoding	a64:instruction_form:and-z-p-zz:55bfd76512e85918	a64:encoding:and-z-p-zz:55bfd76512e85918	known_unsupported	none	none	and
a64:encoding:and-z-zi:863609abfd8b0da3	encoding	a64:instruction_form:and-z-zi:863609abfd8b0da3	a64:encoding:and-z-zi:863609abfd8b0da3	known_unsupported	none	none	and
a64:encoding:and-z-zz:6ac13988304f3b7e	encoding	a64:instruction_form:and-z-zz:6ac13988304f3b7e	a64:encoding:and-z-zz:6ac13988304f3b7e	known_unsupported	none	none	and
a64:encoding:andqv-z-p-z:4b3641079c911736	encoding	a64:instruction_form:andqv-z-p-z:4b3641079c911736	a64:encoding:andqv-z-p-z:4b3641079c911736	known_unsupported	none	none	andqv
a64:encoding:ands-32-log-shift:788e1a7aaa1cc9f4	encoding	a64:instruction_form:ands-32-log-shift:788e1a7aaa1cc9f4	a64:encoding:ands-32-log-shift:788e1a7aaa1cc9f4	known_unsupported	none	none	ands
a64:encoding:ands-32s-log-imm:686f816454456d93	encoding	a64:instruction_form:ands-32s-log-imm:686f816454456d93	a64:encoding:ands-32s-log-imm:686f816454456d93	active	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	ands
a64:encoding:ands-64-log-shift:94bf7573217dc248	encoding	a64:instruction_form:ands-64-log-shift:94bf7573217dc248	a64:encoding:ands-64-log-shift:94bf7573217dc248	known_unsupported	none	none	ands
a64:encoding:ands-64s-log-imm:ceeadfc332703a65	encoding	a64:instruction_form:ands-64s-log-imm:ceeadfc332703a65	a64:encoding:ands-64s-log-imm:ceeadfc332703a65	active	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	ands
a64:encoding:ands-p-p-pp-z:6236603cc17386a7	encoding	a64:instruction_form:ands-p-p-pp-z:6236603cc17386a7	a64:encoding:ands-p-p-pp-z:6236603cc17386a7	known_unsupported	none	none	ands
a64:encoding:andv-r-p-z:e1b12fea2422f77a	encoding	a64:instruction_form:andv-r-p-z:e1b12fea2422f77a	a64:encoding:andv-r-p-z:e1b12fea2422f77a	known_unsupported	none	none	andv
a64:encoding:asr-z-p-zi:b0c25fc841ccc71b	encoding	a64:instruction_form:asr-z-p-zi:b0c25fc841ccc71b	a64:encoding:asr-z-p-zi:b0c25fc841ccc71b	known_unsupported	none	none	asr
a64:encoding:asr-z-p-zw:7c4455e49793f76b	encoding	a64:instruction_form:asr-z-p-zw:7c4455e49793f76b	a64:encoding:asr-z-p-zw:7c4455e49793f76b	known_unsupported	none	none	asr
a64:encoding:asr-z-p-zz:48fb25a35f5eae1c	encoding	a64:instruction_form:asr-z-p-zz:48fb25a35f5eae1c	a64:encoding:asr-z-p-zz:48fb25a35f5eae1c	known_unsupported	none	none	asr
a64:encoding:asr-z-zi:bc52be30f7c66f30	encoding	a64:instruction_form:asr-z-zi:bc52be30f7c66f30	a64:encoding:asr-z-zi:bc52be30f7c66f30	known_unsupported	none	none	asr
a64:encoding:asr-z-zw:3ff7b57b0c2df323	encoding	a64:instruction_form:asr-z-zw:3ff7b57b0c2df323	a64:encoding:asr-z-zw:3ff7b57b0c2df323	known_unsupported	none	none	asr
a64:encoding:asrd-z-p-zi:8b586fef9ae52baa	encoding	a64:instruction_form:asrd-z-p-zi:8b586fef9ae52baa	a64:encoding:asrd-z-p-zi:8b586fef9ae52baa	known_unsupported	none	none	asrd
a64:encoding:asrr-z-p-zz:dfc293372d535abc	encoding	a64:instruction_form:asrr-z-p-zz:dfc293372d535abc	a64:encoding:asrr-z-p-zz:dfc293372d535abc	known_unsupported	none	none	asrr
a64:encoding:asrv-32-dp-2src:7e75e18a8659f404	encoding	a64:instruction_form:asrv-32-dp-2src:7e75e18a8659f404	a64:encoding:asrv-32-dp-2src:7e75e18a8659f404	active	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	asrv
a64:encoding:asrv-64-dp-2src:9c19c82a2d4cd3aa	encoding	a64:instruction_form:asrv-64-dp-2src:9c19c82a2d4cd3aa	a64:encoding:asrv-64-dp-2src:9c19c82a2d4cd3aa	active	ordinary_lowering|architecture_operation	wyst.a64.architecture-operations|wyst.a64.ordinary-lowering	asrv
a64:encoding:autda-64p-dp-1src:1f83ac318fcd0bf8	encoding	a64:instruction_form:autda-64p-dp-1src:1f83ac318fcd0bf8	a64:encoding:autda-64p-dp-1src:1f83ac318fcd0bf8	known_unsupported	none	none	autda
a64:encoding:autdb-64p-dp-1src:4dcaa4629e6277a4	encoding	a64:instruction_form:autdb-64p-dp-1src:4dcaa4629e6277a4	a64:encoding:autdb-64p-dp-1src:4dcaa4629e6277a4	known_unsupported	none	none	autdb
a64:encoding:autdza-64z-dp-1src:e1ce8bd931141229	encoding	a64:instruction_form:autdza-64z-dp-1src:e1ce8bd931141229	a64:encoding:autdza-64z-dp-1src:e1ce8bd931141229	known_unsupported	none	none	autdza
a64:encoding:autdzb-64z-dp-1src:4a7692aae1ed1481	encoding	a64:instruction_form:autdzb-64z-dp-1src:4a7692aae1ed1481	a64:encoding:autdzb-64z-dp-1src:4a7692aae1ed1481	known_unsupported	none	none	autdzb
a64:encoding:autia-64p-dp-1src:9a35901dd2a87d07	encoding	a64:instruction_form:autia-64p-dp-1src:9a35901dd2a87d07	a64:encoding:autia-64p-dp-1src:9a35901dd2a87d07	known_unsupported	none	none	autia
a64:encoding:autia1716-hi-hints:839121d499f29493	encoding	a64:instruction_form:autia1716-hi-hints:839121d499f29493	a64:encoding:autia1716-hi-hints:839121d499f29493	known_unsupported	none	none	autia1716
a64:encoding:autia171615-64lr-dp-1src:2c218d679a124ebe	encoding	a64:instruction_form:autia171615-64lr-dp-1src:2c218d679a124ebe	a64:encoding:autia171615-64lr-dp-1src:2c218d679a124ebe	known_unsupported	none	none	autia171615
a64:encoding:autiasp-hi-hints:3f67659478f4ae67	encoding	a64:instruction_form:autiasp-hi-hints:3f67659478f4ae67	a64:encoding:autiasp-hi-hints:3f67659478f4ae67	known_unsupported	none	none	autiasp
a64:encoding:autiasppc-only-dp-1src-imm:68c8e481207a42e7	encoding	a64:instruction_form:autiasppc-only-dp-1src-imm:68c8e481207a42e7	a64:encoding:autiasppc-only-dp-1src-imm:68c8e481207a42e7	known_unsupported	none	none	autiasppc
a64:encoding:autiasppcr-64lrr-dp-1src:16c0c9d759504752	encoding	a64:instruction_form:autiasppcr-64lrr-dp-1src:16c0c9d759504752	a64:encoding:autiasppcr-64lrr-dp-1src:16c0c9d759504752	known_unsupported	none	none	autiasppcr
a64:encoding:autiaz-hi-hints:bf2ccdb71399a118	encoding	a64:instruction_form:autiaz-hi-hints:bf2ccdb71399a118	a64:encoding:autiaz-hi-hints:bf2ccdb71399a118	known_unsupported	none	none	autiaz
a64:encoding:autib-64p-dp-1src:9203bf89707369b2	encoding	a64:instruction_form:autib-64p-dp-1src:9203bf89707369b2	a64:encoding:autib-64p-dp-1src:9203bf89707369b2	known_unsupported	none	none	autib
a64:encoding:autib1716-hi-hints:7f6ebfc2541bd511	encoding	a64:instruction_form:autib1716-hi-hints:7f6ebfc2541bd511	a64:encoding:autib1716-hi-hints:7f6ebfc2541bd511	known_unsupported	none	none	autib1716
a64:encoding:autib171615-64lr-dp-1src:704d7bd04ea36a20	encoding	a64:instruction_form:autib171615-64lr-dp-1src:704d7bd04ea36a20	a64:encoding:autib171615-64lr-dp-1src:704d7bd04ea36a20	known_unsupported	none	none	autib171615
